   189.864930358429315989640504685614689       ;   3.82223785601957217218731434977747689       ;  -1.71271771952633491003694775482891279       ;  -1.71271771951978137118663393745452103      
   189.864954832016770279427018140640981       ;   3.82222171165243746390636189886347337       ;  -1.71271771997036683998061070872536358       ;  -1.71271771995725933130556203237380706      
   189.864979258416615617956051077280986       ;   3.82216988966109038664889893888945221       ;  -1.71271772070749538821673588620548746       ;  -1.71271772068855405467744910217455868      
   189.865003639872424829513570523425866       ;   3.82214091221649818334061693851485239       ;  -1.71271772173789607009281350418383458       ;  -1.71271772171313105794031558718025103      
   189.865027975791568262720016504234903       ;   3.82214542469514254105188889149110543       ;  -1.71271772306133927425428729292056063       ;  -1.71271772303078984947097182262173616      
   189.865052260892250337972518930712960       ;   3.82212901702439822914850037262781442       ;  -1.71271772467823669408349066448108416       ;  -1.71271772464041408700691921907406992      
   189.865076494538961894611207510653589       ;   3.82208272277016961562791148785243002       ;  -1.71271772658483603331922161571987381       ;  -1.71271772654503530408699895303763201      
   189.865100681896666721434728973022785       ;   3.82211926843566929718410865009135169       ;  -1.71271772878373671287679248217673935       ;  -1.71271772874200309465423063104854522      
   189.865124823043696332630015176661524       ;   3.82203917124624648717073594156571223       ;  -1.71271773127470985207064194118060252       ;  -1.71271773123108933203410372857693936      
   189.865148912601721947201156410919576       ;   3.82205448243327972685446717622591844       ;  -1.71271773406024850866382357218017375       ;  -1.71271773400848781661052990156890289      
   189.865172953018261215146109077273669       ;   3.82197779600780354315602690674263868       ;  -1.71271773713734780907584668640332404       ;  -1.71271773707723021365366788656273367      
   189.865196948667670308360494112701241       ;   3.82197438057216439146414310738057140       ;  -1.71271774050577754301707563117534767       ;  -1.71271774043735634080821753779387448      
   189.865220895917343478099084624835897       ;   3.82190583977908394647075469298012292       ;  -1.71271774416530750002397396281364927       ;  -1.71271774408837321982524264717149713      
   189.865244793094344784168238441912753       ;   3.82188412113783304719890528853771949       ;  -1.71271774811365914074298356589806922       ;  -1.71271774803116101411218807060852677      
   189.865268641581509271368622325722039       ;   3.82182082228780167383275324690134026       ;  -1.71271775235259825253283195282060386       ;  -1.71271775226447931952300801147756573      
